phrase,id,position,corresponding_text
- Je suis responsable de ma rose ... répéta le petit prince,1805,63587,"- Je suis responsable de ma rose ... répéta le petit prince,"
afin de se souvenir,1806,63647," afin de se souvenir.


"
Chapitre 22,1807,63671,"Chapitre 22

"
-Bonjour,1808,63684,"-Bonjour,"
dit le petit prince,1809,63693," dit le petit prince.

"
- Bonjour,1810,63716,"- Bonjour,"
dit l'aiguilleur,1811,63726," dit l'aiguilleur.

"
- Que fais-tu ici ? dit le petit prince,1812,63746,"- Que fais-tu ici ? dit le petit prince.

"
- Je trie les voyageurs,1813,63788,"- Je trie les voyageurs,"
par paquets de mille,1814,63812," par paquets de mille,"
dit l'aiguilleur,1815,63834, dit l'aiguilleur.
J'expédie les trains qui les emportent,1816,63852," J'expédie les trains qui les emportent,"
tantôt vers la droite,1817,63892," tantôt vers la droite,"
tantôt vers la gauche,1818,63915," tantôt vers la gauche.

"
Et un rapide illuminé,1819,63940,"Et un rapide illuminé,"
grondant comme le tonnerre,1820,63962," grondant comme le tonnerre,"
fit trembler la cabine d'aiguillage,1821,63990," fit trembler la cabine d'aiguillage.

"
- Ils sont bien pressés,1822,64029,"- Ils sont bien pressés,"
dit le petit prince,1823,64053, dit le petit prince.
Que cherchent-ils ?,1824,64074," Que cherchent-ils ?

"
- L'homme de la locomotive l'ignore lui-même,1825,64096,"- L'homme de la locomotive l'ignore lui-même,"
dit l'aiguilleur,1826,64141," dit l'aiguilleur.

"
Et gronda,1827,64161,"Et gronda,"
en sens inverse,1828,64171," en sens inverse,"
un second rapide illuminé,1829,64188," un second rapide illuminé.

"
- Ils reviennent déjà ? demanda le petit prince...,1830,64217,"- Ils reviennent déjà ? demanda le petit prince...

"
- Ce ne sont pas les mêmes,1831,64269,"- Ce ne sont pas les mêmes,"
dit l'aiguilleur,1832,64296, dit l'aiguilleur.
C'est un échange,1833,64314," C'est un échange.

"
- Ils n'étaient pas contents,1834,64334,"- Ils n'étaient pas contents,"
là où ils étaient ?,1835,64363," là où ils étaient ?

"
- On n'est jamais content là où l'on est,1836,64385,"- On n'est jamais content là où l'on est,"
dit l'aiguilleur,1837,64426," dit l'aiguilleur.

"
Et gronda le tonnerre d'un troisième rapide illuminé,1838,64446,Et gronda le tonnerre d'un troisième rapide illuminé.
- Ils poursuivent les premiers voyageurs ? demanda le petit prince,1839,64499," - Ils poursuivent les premiers voyageurs ? demanda le petit prince.

"
- Ils ne poursuivent rien du tout,1840,64569,"- Ils ne poursuivent rien du tout,"
dit l'aiguilleur,1841,64603, dit l'aiguilleur.
Ils dorment là dedans,1842,64621," Ils dorment là dedans,"
ou bien ils bâillent,1843,64644, ou bien ils bâillent.
Les enfants seuls écrasent leur nez contre les vitres,1844,64666," Les enfants seuls écrasent leur nez contre les vitres.

"
- Les enfants seuls savent ce qu'ils cherchent,1845,64723,"- Les enfants seuls savent ce qu'ils cherchent,"
fit le petit prince,1846,64770, fit le petit prince.
Ils perdent du temps pour une poupée de chiffons,1847,64791," Ils perdent du temps pour une poupée de chiffons,"
et elle devient très importante,1848,64841," et elle devient très importante,"
et si on la leur enlève,1849,64874," et si on la leur enlève,"
ils pleurent...,1850,64899," ils pleurent...

"
- Ils ont de la chance,1851,64917,"- Ils ont de la chance,"
dit l'aiguilleur,1852,64940," dit l'aiguilleur.


"
Chapitre 23,1853,64961,"Chapitre 23

"
-Bonjour,1854,64974,"-Bonjour,"
dit le petit prince,1855,64983," dit le petit prince.

"
- Bonjour,1856,65006,"- Bonjour,"
dit le marchand,1857,65016," dit le marchand.

"
C'était un marchand de pilules perfectionnées qui apaisent la soi£ On en avale une par semaine et l'on n'éprouve plus le besoin de boire,1858,65035,"C'était un marchand de pilules perfectionnées qui apaisent la soi£ On en avale une par semaine et l'on n'éprouve plus le besoin de boire.

"
- Pourquoi vends-tu ça ? dit le petit prince,1859,65174,"- Pourquoi vends-tu ça ? dit le petit prince.

"
- C'est une grosse économie de temps,1860,65221,"- C'est une grosse économie de temps,"
dit le marchand,1861,65258, dit le marchand.
Les experts ont fait des calculs,1862,65275, Les experts ont fait des calculs.
On épargne cinquante-trois minutes par semaine,1863,65309," On épargne cinquante-trois minutes par semaine.

"
- Et que fait-on de ces cinquante-trois minutes ?,1864,65359,"- Et que fait-on de ces cinquante-trois minutes ?

"
- On en fait ce que l'on veut...,1865,65410,"- On en fait ce que l'on veut...

"
´Moi,1866,65444,"""Moi,"
se dit le petit prince,1867,65449," se dit le petit prince,"
si j'avais cinquante-trois minutes à dépenser,1868,65473," si j'avais cinquante-trois minutes à dépenser,"
je marcherais tout doucement vers une fontaine...´,1869,65520," je marcherais tout doucement vers une fontaine...""


"
Chapitre 24,1870,65574,"Chapitre 24

"
Nous en étions au huitième jour de ma panne dans le désert,1871,65587,"Nous en étions au huitième jour de ma panne dans le désert,"
et j'avais écouté l'histoire du marchand en buvant la dernière goutte de ma provision d'eau,1872,65646," et j'avais écouté l'histoire du marchand en buvant la dernière goutte de ma provision d'eau.

"
- Ah ! Dis-je au petit prince,1873,65741,"- Ah ! Dis-je au petit prince,"
ils sont bien jolis,1874,65771," ils sont bien jolis,"
tes souvenirs,1875,65792," tes souvenirs,"
mais je n'ai pas encore réparé mon avion,1876,65807," mais je n'ai pas encore réparé mon avion,"
je n'ai plus rien à boire,1877,65849," je n'ai plus rien à boire,"
et je serais heureux,1878,65876," et je serais heureux,"
moi aussi,1879,65898," moi aussi,"
si je pouvais marcher tout doucement vers une fontaine,1880,65909," si je pouvais marcher tout doucement vers une fontaine

"
- Mon ami le renard,1881,65966,"- Mon ami le renard,"
me dit-il...,1882,65986," me dit-il...

"
- Mon petit bonhomme,1883,66001,"- Mon petit bonhomme,"
il ne s'agit plus du renard 1,1884,66022," il ne s'agit plus du renard 1

"
- Pourquoi ?,1885,66054,"- Pourquoi ?

"
- Parce qu'on va mourir de soif...,1886,66068,"- Parce qu'on va mourir de soif...

"
Il ne comprit pas mon raisonnement,1887,66104,"Il ne comprit pas mon raisonnement,"
il me répondit :,1888,66139," il me répondit :

"
- C'est bien d'avoir eu un ami,1889,66158,"- C'est bien d'avoir eu un ami,"
même si l'on va mourir,1890,66189, même si l'on va mourir.
Moi,1891,66213," Moi,"
je suis bien content d'avoir eu un ami renard...,1892,66218," je suis bien content d'avoir eu un ami renard...

"
´Il ne mesure pas le danger,1893,66269,"""Il ne mesure pas le danger,"
me dis-je,1894,66297, me dis-je.
Il n'a jamais ni faim ni soif,1895,66308, Il n'a jamais ni faim ni soif.
Un peu de soleil lui suffit...´,1896,66339," Un peu de soleil lui suffit...""

"
Mais il me regarda et répondit à ma pensée,1897,66373,"Mais il me regarda et répondit à ma pensée

"
- J'ai soif aussi... cherchons un puits...,1898,66417,"- J'ai soif aussi... cherchons un puits...

"
J'eus un geste de lassitude : il est absurde de chercher un puits,1899,66461,"J'eus un geste de lassitude : il est absurde de chercher un puits,"
au hasard,1900,66527," au hasard,"
dans l'immensité du désert,1901,66538, dans l'immensité du désert.
Cependant nous nous mîmes en marche,1902,66566," Cependant nous nous mîmes en marche.

"
Quand nous eûmes marché,1903,66605,"Quand nous eûmes marché,"
des heures,1904,66629," des heures,"
en silence,1905,66641," en silence,"
la nuit tomba,1906,66653," la nuit tomba,"
et les étoiles commencèrent de s'éclairer,1907,66668, et les étoiles commencèrent de s'éclairer.
Je les apercevais comme en rêve,1908,66711," Je les apercevais comme en rêve,"
ayant un peu de fièvre,1909,66744," ayant un peu de fièvre,"
à cause de ma soif,1910,66768, à cause de ma soif.
Les mots du petit prince dansaient dans ma mémoire,1911,66788," Les mots du petit prince dansaient dans ma mémoire.

"
- Tu as donc soif,1912,66842,"- Tu as donc soif,"
toi aussi ? Lui demandai-je,1913,66860," toi aussi ? Lui demandai-je.

"
Mais il ne répondit pas à ma question,1914,66891,Mais il ne répondit pas à ma question.
Il me dit simplement :,1915,66929," Il me dit simplement :

"
- L'eau peut aussi être bonne pour le coeur...,1916,66954,"- L'eau peut aussi être bonne pour le coeur...

"
je ne compris pas sa réponse mais je me tus... Je savais bien qu'il ne fallait pas l'interroger,1917,67002,"je ne compris pas sa réponse mais je me tus... Je savais bien qu'il ne fallait pas l'interroger.

"
Il était fatigué,1918,67100,Il était fatigué.
Il s'assit,1919,67117, Il s'assit.
Je m'assis auprès de lui,1920,67129, Je m'assis auprès de lui.
Et,1921,67155," Et,"
après un silence,1922,67159," après un silence,"
il dit encore :,1923,67177," il dit encore :

"
- Les étoiles sont belles,1924,67195,"- Les étoiles sont belles,"
à cause d'une fleur que l'on ne voit pas...,1925,67221," à cause d'une fleur que l'on ne voit pas...

"
Je répondis´bien sûr´et je regardai,1926,67267,"Je répondis""bien sûr""et je regardai,"
sans parler,1927,67303," sans parler,"
les plis du sable sous la lune,1928,67316," les plis du sable sous la lune.

"
- Le désert est beau,1929,67350,"- Le désert est beau,"
ajouta-t-il,1930,67371," ajouta-t-il.

"
Et c'était vrai,1931,67386,Et c'était vrai.
J'ai toujours aimé le désert,1932,67402, J'ai toujours aimé le désert.
On s'assoit sur une dune de sable,1933,67432, On s'assoit sur une dune de sable.
On ne voit rien,1934,67467, On ne voit rien.
On n'entend rien,1935,67484, On n'entend rien.
Et cependant quelque chose rayonne en silence...,1936,67502," Et cependant quelque chose rayonne en silence...

"
- Ce qui embellit le désert,1937,67553,"- Ce qui embellit le désert,"
dit le petit prince,1938,67581," dit le petit prince,"
c'est qu'il cache un puits quelque part...,1939,67602," c'est qu'il cache un puits quelque part...

"
Je fus surpris de comprendre soudain ce mystérieux rayonnement du sable,1940,67647,Je fus surpris de comprendre soudain ce mystérieux rayonnement du sable.
Lorsque j'étais petit garçon j'habitais une maison ancienne,1941,67719," Lorsque j'étais petit garçon j'habitais une maison ancienne,"
et la légende racontait qu'un trésor y était enfoui,1942,67780, et la légende racontait qu'un trésor y était enfoui.
Bien sûr,1943,67833," Bien sûr,"
jamais personne n'a su le découvrir,1944,67843," jamais personne n'a su le découvrir,"
ni peut-être même ne l'a cherché,1945,67880, ni peut-être même ne l'a cherché.
Mais il enchantait toute cette maison,1946,67914, Mais il enchantait toute cette maison.
Ma maison cachait un secret au fond de son coeur...,1947,67953," Ma maison cachait un secret au fond de son coeur...

"
- Oui,1948,68007,"- Oui,"
dis-je au petit prince,1949,68013," dis-je au petit prince,"
qu'il s'agisse de la maison,1950,68037," qu'il s'agisse de la maison,"
des étoiles ou du désert,1951,68066," des étoiles ou du désert,"
ce qui fait leur beauté est invisible !,1952,68092," ce qui fait leur beauté est invisible !

"
- Je suis content,1953,68134,"- Je suis content,"
dit-il,1954,68152," dit-il,"
que tu sois d'accord avec mon renard,1955,68160," que tu sois d'accord avec mon renard.

"
Comme le petit prince s'endormait,1956,68200,"Comme le petit prince s'endormait,"
je le pris dans mes bras,1957,68234," je le pris dans mes bras,"
et me remis en route,1958,68260, et me remis en route.
J'étais ému,1959,68282, J'étais ému.
Il me semblait porter un trésor fragile,1960,68295, Il me semblait porter un trésor fragile.
Il me semblait même qu'il n'y eût rien de plus fragile sur la Terre,1961,68336, Il me semblait même qu'il n'y eût rien de plus fragile sur la Terre.
Je regardais,1962,68405," Je regardais,"
à la lumière de la lune,1963,68419," à la lumière de la lune,"
ce front pâle,1964,68444," ce front pâle,"
ces yeux clos,1965,68459," ces yeux clos,"
ces mèches de cheveux qui tremblaient au vent,1966,68474," ces mèches de cheveux qui tremblaient au vent,"
et je me disais :´Ce que je vois là n'est qu'une écorce,1967,68521," et je me disais :""Ce que je vois là n'est qu'une écorce."
Le plus important est invisible...´,1968,68578," Le plus important est invisible...""

"
Comme ses lèvres entr'ouvertes ébauchaient un demisourire je me dis encore :´Ce qui m'émeut si fort de ce petit prince endormi,1969,68616,"Comme ses lèvres entr'ouvertes ébauchaient un demisourire je me dis encore :""Ce qui m'émeut si fort de ce petit prince endormi,"
c'est sa fidélité pour une fleur,1970,68743," c'est sa fidélité pour une fleur,"
c'est l'image d'une rose qui rayonne en lui comme la flamme d'une lampe,1971,68777," c'est l'image d'une rose qui rayonne en lui comme la flamme d'une lampe,"
même quand il dort...´Et je le devinai plus fragile encore,1972,68850," même quand il dort...""Et je le devinai plus fragile encore."
Il faut bien protéger les lampes : un coup de vent peut les éteindre...,1973,68910," Il faut bien protéger les lampes : un coup de vent peut les éteindre...

"
Et,1974,68984,"Et,"
marchant ainsi,1975,68987," marchant ainsi,"
je découvris le puits au lever du jour,1976,69003," je découvris le puits au lever du jour.


"
Chapitre 25,1977,69046,"Chapitre 25

"
Les hommes,1978,69059,"Les hommes,"
dit le petit prince,1979,69070," dit le petit prince,"
ils s'enfournent dans les rapides,1980,69091," ils s'enfournent dans les rapides,"
mais ils ne savent plus ce qu'ils cherchent,1981,69126, mais ils ne savent plus ce qu'ils cherchent.
Alors il s'agitent et tournent en rond...,1982,69171," Alors il s'agitent et tournent en rond...

"
Et il ajouta :,1983,69215,"Et il ajouta :

"
- Ce n'est pas la peine...,1984,69231,"- Ce n'est pas la peine...

"
Le puits que nous avions atteint ne ressemblait pas aux puits sahariens,1985,69259,Le puits que nous avions atteint ne ressemblait pas aux puits sahariens.
Les puits sahariens sont de simples trous creusés dans le sable,1986,69331, Les puits sahariens sont de simples trous creusés dans le sable.
Celui-là ressemblait à un puits de village,1987,69396, Celui-là ressemblait à un puits de village.
Mais il n'y avait là aucun village,1988,69440," Mais il n'y avait là aucun village,"
et je croyais rêver,1989,69476," et je croyais rêver.

"
- C'est étrange,1990,69499,"- C'est étrange,"
dis-je au petit prince,1991,69515," dis-je au petit prince,"
tout est prêt la poulie,1992,69539," tout est prêt la poulie,"
le seau et la corde...,1993,69564," le seau et la corde...

"
Il rit,1994,69589,"Il rit,"
toucha la corde,1995,69596," toucha la corde,"
fit jouer la poulie,1996,69613, fit jouer la poulie.
Et la poulie gémit comme gémit une vieille girouette quand le vent a longtemps dormi,1997,69634," Et la poulie gémit comme gémit une vieille girouette quand le vent a longtemps dormi,

"
- Tu entends,1998,69722,"- Tu entends,"
dit le petit prince,1999,69735," dit le petit prince,"
nous réveillons ce puits et il chante...,2000,69756," nous réveillons ce puits et il chante...

"
Je ne voulais pas qu'il fît un effort,2001,69799,"Je ne voulais pas qu'il fît un effort

"
- Laisse-moi faire,2002,69838,"- Laisse-moi faire,"
lui dis-je,2003,69857," lui dis-je,"
c'est trop lourd pour toi,2004,69869," c'est trop lourd pour toi.

"
Lentement je hissai le seau jusqu'à la margelle,2005,69898,Lentement je hissai le seau jusqu'à la margelle.
Je l'y installai bien d'aplomb,2006,69946, Je l'y installai bien d'aplomb.
Dans mes oreilles durait le chant de la poulie et,2007,69978," Dans mes oreilles durait le chant de la poulie et,"
dans l'eau qui tremblait encore,2008,70029," dans l'eau qui tremblait encore,"
je voyais trembler le soleil,2009,70062," je voyais trembler le soleil.

"
- J'ai soif de cette eau-là,2010,70094,"- J'ai soif de cette eau-là,"
dit le petit prince,2011,70122," dit le petit prince,"
donne moi à boire...,2012,70143," donne moi à boire...

"
Et je compris ce qu'il avait cherché,2013,70166,"Et je compris ce qu'il avait cherché

"
Je soulevai le seau jusqu'à ses lèvres,2014,70204,Je soulevai le seau jusqu'à ses lèvres.
Il but,2015,70243," Il but,"
les yeux fermés,2016,70251, les yeux fermés.
C'était doux comme une fête,2017,70268, C'était doux comme une fête.
Cette eau était bien autre chose qu'un aliment,2018,70297, Cette eau était bien autre chose qu'un aliment.
Elle était née de la marche sous les étoiles,2019,70345," Elle était née de la marche sous les étoiles,"
du chant de la poulie,2020,70391," du chant de la poulie,"
de l'effort de mes bras,2021,70414, de l'effort de mes bras.
Elle était bonne pour le coeur,2022,70439," Elle était bonne pour le coeur,"
comme un cadeau,2023,70471, comme un cadeau.
Lorsque j'étais petit garçon,2024,70488," Lorsque j'étais petit garçon,"
la lumière de l'arbre de Noël,2025,70518," la lumière de l'arbre de Noël,"
la musique de la messe de minuit,2026,70549," la musique de la messe de minuit,"
la douceur des sourires faisaient ainsi tout le rayonnement du cadeau de Noël que je recevais,2027,70583," la douceur des sourires faisaient ainsi tout le rayonnement du cadeau de Noël que je recevais.

"
- Les hommes de chez toi,2028,70680,"- Les hommes de chez toi,"
dit le petit prince,2029,70705," dit le petit prince,"
cultivent cinq mille roses dans un même jardin... et ils n'y trouvent pas ce qu'ils cherchent...,2030,70726," cultivent cinq mille roses dans un même jardin... et ils n'y trouvent pas ce qu'ils cherchent...

"
- Ils ne le trouvent pas,2031,70825,"- Ils ne le trouvent pas,"
répondis-je...,2032,70850," répondis-je...

"
- Et cependant ce qu'ils cherchent pourrait être trouvé dans une seule rose ou un peu d'eau...,2033,70867,"- Et cependant ce qu'ils cherchent pourrait être trouvé dans une seule rose ou un peu d'eau...

"
- Bien sûr,2034,70963,"- Bien sûr,"
répondis-je,2035,70974," répondis-je.

"
Et le petit prince ajouta :,2036,70989,"Et le petit prince ajouta :

"
- Mais les yeux sont aveugles,2037,71018,- Mais les yeux sont aveugles.
Il faut chercher avec le coeur,2038,71048," Il faut chercher avec le coeur.

"
J'avais bu,2039,71082,J'avais bu.
Je respirais bien,2040,71093, Je respirais bien.
Le sable,2041,71112," Le sable,"
au lever du jour,2042,71122," au lever du jour,"
est couleur de miel,2043,71140, est couleur de miel.
J'étais heureux aussi de cette couleur de miel,2044,71161, J'étais heureux aussi de cette couleur de miel.
Pourquoi fallait-il que j'eusse de la peine...,2045,71209," Pourquoi fallait-il que j'eusse de la peine...

"
- Il faut que tu tiennes ta promesse,2046,71258,"- Il faut que tu tiennes ta promesse,"
me dit doucement le petit prince,2047,71295," me dit doucement le petit prince,"
qui,2048,71329," qui,"
de nouveau,2049,71334," de nouveau,"
s'était assis auprès de moi,2050,71346," s'était assis auprès de moi.

"
- Quelle promesse?,2051,71377,"- Quelle promesse?

"
- Tu sais... une muselière pour mon mouton... je suis responsable de cette fleur !,2052,71397,"- Tu sais... une muselière pour mon mouton... je suis responsable de cette fleur !

"
Je sortis de ma poche mes ébauches de dessin,2053,71481,Je sortis de ma poche mes ébauches de dessin.
Le petit prince les aperçut et dit en riant :,2054,71526," Le petit prince les aperçut et dit en riant :

"
- Tes baobabs,2055,71574,"- Tes baobabs,"
ils ressemblent un peu à des choux...,2056,71588," ils ressemblent un peu à des choux...

"
- Oh!,2057,71628,"- Oh!

"
Moi qui étais si fier des baobabs !,2058,71635,"Moi qui étais si fier des baobabs !

"
- Ton renard... ses oreilles... elles ressemblent un peu à des cornes... et elles sont trop longues,2059,71672,"- Ton renard... ses oreilles... elles ressemblent un peu à des cornes... et elles sont trop longues

"
Et il rit encore,2060,71773,"Et il rit encore.

"
- Tu es injuste,2061,71792,"	- Tu es injuste,"
petit bonhomme,2062,71809," petit bonhomme,"
je ne savais rien,2063,71825," je ne savais rien
"
dessiner que les boas fermés et les  boas ouverts,2064,71844,"dessiner que les boas fermés et les  boas ouverts.

"
- Oh ! ça ira,2065,71896,"- Oh ! ça ira,"
dit-il,2066,71910," dit-il,"
les enfants savent,2067,71918," les enfants savent.

"
Je crayonnai donc une muselière,2068,71940,Je crayonnai donc une muselière.
Et j'eus le coeur serré en la lui donnant :,2069,71972," Et j'eus le coeur serré en la lui donnant :

"
- Tu as des projets que j'ignore...,2070,72018,"- Tu as des projets que j'ignore...

"
Mais il ne me répondit pas,2071,72055,Mais il ne me répondit pas.
Il me dit,2072,72082," Il me dit

"
- Tu sais,2073,72094,"- Tu sais,"
ma chute sur la Terre... c'en sera demain l'anniversaire...,2074,72104," ma chute sur la Terre... c'en sera demain l'anniversaire...

"
Puis,2075,72166,"Puis,"
après un silence,2076,72171," après un silence,"
il dit encore,2077,72189," il dit encore

"
- J'étais tombé tout près d'ici...,2078,72205,"- J'étais tombé tout près d'ici...

"
Et il rougit,2079,72241,"Et il rougit.

"
Et de nouveau,2080,72256,"Et de nouveau,"
sans comprendre pourquoi,2081,72270," sans comprendre pourquoi,"
j'éprouvai un chagrin bizarre,2082,72296, j'éprouvai un chagrin bizarre.
Cependant une question me vint :,2083,72327," Cependant une question me vint :

"
- Alors ce n'est pas par hasard que,2084,72362,"- Alors ce n'est pas par hasard que,"
le matin où je t'ai connu,2085,72398," le matin où je t'ai connu,"
il y a huit jours,2086,72425," il y a huit jours,"
tu te promenais comme ça,2087,72444," tu te promenais comme ça,"
tout seul,2088,72470," tout seul,"
à mille milles de toutes les régions habitées ? Tu retournais vers le point de ta chute ?,2089,72481," à mille milles de toutes les régions habitées ? Tu retournais vers le point de ta chute ?

"
Le petit prince rougit encore,2090,72573,"Le petit prince rougit encore.

"
Et j'ajoutai,2091,72605,"Et j'ajoutai,"
en hésitant :,2092,72618," en hésitant :

"
- À cause,2093,72634,"- À cause,"
peut-être,2094,72644," peut-être,"
de l'anniversaire ?...,2095,72655," de l'anniversaire ?...

"
Le petit prince rougit de nouveau,2096,72680,Le petit prince rougit de nouveau.
Il ne répondait jamais aux questions,2097,72714," Il ne répondait jamais aux questions,"
mais,2098,72752," mais,"
quand on rougit,2099,72758," quand on rougit,"
ça signifie´oui´,2100,72775," ça signifie""oui"","
n'est-ce pas ?,2101,72793," n'est-ce pas ?

"
- Ah ! lui dis-je,2102,72810,"- Ah ! lui dis-je,"
j'ai peur...,2103,72828," j'ai peur...

"
Mais il me répondit :,2104,72843,"Mais il me répondit :

"
- Tu dois maintenant travailler,2105,72866,- Tu dois maintenant travailler.
Tu dois repartir vers ta machine,2106,72898, Tu dois repartir vers ta machine.
je t'attends ici,2107,72932, je t'attends ici.
Reviens demain soir...,2108,72950," Reviens demain soir...

"
Mais je n'étais pas rassuré,2109,72975,Mais je n'étais pas rassuré.
Je me souvenais du renard,2110,73003, Je me souvenais du renard.
On risque de pleurer un peu si l'on s'est laissé apprivoiser...,2111,73030," On risque de pleurer un peu si l'on s'est laissé apprivoiser...


"
Chapitre 26,2112,73097,"Chapitre 26

"
Il y avait,2113,73110,"Il y avait,"
à côté du puits,2114,73121," à côté du puits,"
une ruine de vieux mur de pierre,2115,73138, une ruine de vieux mur de pierre.
Lorsque je revins de mon travail,2116,73172," Lorsque je revins de mon travail,"
le lendemain soir,2117,73206," le lendemain soir,"
j'aperçus de loin mon petit prince assis là-haut,2118,73225," j'aperçus de loin mon petit prince assis là-haut,"
les jambes pendantes,2119,73275, les jambes pendantes.
Et je l'entendis qui parlait :,2120,73297," Et je l'entendis qui parlait :

"
- Tu ne t'en souviens donc pas ? disait-il,2121,73330,- Tu ne t'en souviens donc pas ? disait-il.
Ce n'est pas tout à fait ici !,2122,73373," Ce n'est pas tout à fait ici !

"
Une autre voix lui répondit sans doute,2123,73406,"Une autre voix lui répondit sans doute,"
puisqu'il répliqua :,2124,73445," puisqu'il répliqua :

"
- Si ! Si ! C'est bien le jour,2125,73468,"- Si ! Si ! C'est bien le jour,"
mais ce n'est pas ici l'endroit...,2126,73499," mais ce n'est pas ici l'endroit...

"
Je poursuivis ma marche vers le mur,2127,73536,Je poursuivis ma marche vers le mur.
Je ne voyais ni n'entendais toujours personne,2128,73572, Je ne voyais ni n'entendais toujours personne.
Pourtant le petit prince répliqua de nouveau :,2129,73619," Pourtant le petit prince répliqua de nouveau :

"
- ... Bien sûr,2130,73668,- ... Bien sûr.
Tu verras où commence ma trace dans le sable,2131,73683, Tu verras où commence ma trace dans le sable.
Tu n'as qu'à m'y attendre,2132,73729, Tu n'as qu'à m'y attendre.
J'y serai cette nuit,2133,73756," J'y serai cette nuit.

"
J'étais à vingt mètres du mur et je ne voyais toujours rien,2134,73780,"J'étais à vingt mètres du mur et je ne voyais toujours rien.

"
Le petit prince dit encore,2135,73842,"Le petit prince dit encore,"
après un silence,2136,73869," après un silence 

"
- Tu as du bon venin ? Tu es sûr de ne pas me faire souffrir longtemps ?,2137,73889,"- Tu as du bon venin ? Tu es sûr de ne pas me faire souffrir longtemps ?

"
Je fis halte,2138,73963,"Je fis halte,"
le coeur serré,2139,73976," le coeur serré,"
mais je ne comprenais toujours pas,2140,73992," mais je ne comprenais toujours pas.

"
- Maintenant,2141,74030,"- Maintenant,"
va-t'en,2142,74043," va-t'en,"
dit-il... je veux redescendre ! Alors j'abaissai moi-même les yeux vers le pied du mur,2143,74052," dit-il... je veux redescendre ! Alors j'abaissai moi-même les yeux vers le pied du mur,"
et je fis un bond ! Il était là,2144,74140," et je fis un bond ! Il était là,"
dressé vers le petit prince,2145,74173," dressé vers le petit prince,"
un de ces serpents jaunes qui vous exécutent en trente secondes,2146,74202, un de ces serpents jaunes qui vous exécutent en trente secondes.
Tout en fouillant ma poche pour en tirer mon revolver,2147,74267," Tout en fouillant ma poche pour en tirer mon revolver,"
je pris le pas de course,2148,74322," je pris le pas de course,"
mais,2149,74348," mais,"
au bruit que je fis,2150,74354," au bruit que je fis,"
le serpent se laissa doucement couler dans le sable,2151,74375," le serpent se laissa doucement couler dans le sable,"
comme un jet d'eau qui meurt,2152,74428," comme un jet d'eau qui meurt,"
et,2153,74458," et,"
sans trop se presser,2154,74462," sans trop se presser,"
se faufila entre les pierres avec un léger bruit de métal,2155,74484," se faufila entre les pierres avec un léger bruit de métal.

"
Je parvins au mur juste à temps pour y recevoir dans les bras mon petit bonhomme de prince,2156,74545,"Je parvins au mur juste à temps pour y recevoir dans les bras mon petit bonhomme de prince,"
pâle comme la neige,2157,74636," pâle comme la neige.

"
- Quelle est cette histoire-là ! Tu parles maintenant avec les serpents !,2158,74659,"- Quelle est cette histoire-là ! Tu parles maintenant avec les serpents !

"
J'avais défait son éternel cache-nez d'or,2159,74734,J'avais défait son éternel cache-nez d'or.
Je lui avais mouillé les tempes et l'avais fait boire,2160,74776, Je lui avais mouillé les tempes et l'avais fait boire.
Et maintenant je n'osais plus rien lui demander,2161,74831, Et maintenant je n'osais plus rien lui demander.
Il me regarda gravement et m'entoura le cou de ses bras,2162,74880, Il me regarda gravement et m'entoura le cou de ses bras.
je sentais battre son coeur comme celui d'un oiseau qui meurt,2163,74937," je sentais battre son coeur comme celui d'un oiseau qui meurt,"
quand on l'a tiré à la carabine,2164,75000, quand on l'a tiré à la carabine.
Il me dit :,2165,75033," Il me dit :

,"
- Je suis content que tu aies trouvé ce qui manquait à ta machine,2166,75048,- Je suis content que tu aies trouvé ce qui manquait à ta machine.
Tu vas pouvoir rentrer chez toi...,2167,75114," Tu vas pouvoir rentrer chez toi...

"
- Comment sais-tu ?,2168,75151,"- Comment sais-tu ?

"
Je venais justement lui annoncer que,2169,75172,"Je venais justement lui annoncer que,"
contre toute espérance,2170,75209," contre toute espérance,"
j'avais réussi mon travail !,2171,75233," j'avais réussi mon travail !

"
Il ne répondit rien à ma question,2172,75264,"Il ne répondit rien à ma question,"
mais il ajouta,2173,75298," mais il ajouta

"
- Moi aussi,2174,75315,"- Moi aussi,"
aujourd'hui,2175,75327," aujourd'hui,"
je rentre chez moi...,2176,75340," je rentre chez moi...

"
Puis,2177,75364,"Puis,"
mélancolique :,2178,75369," mélancolique :

"
- C'est bien plus loin... c'est bien plus difficile...,2179,75386,"- C'est bien plus loin... c'est bien plus difficile...

"
Je sentais bien qu'il se passait quelque chose d'extraordinaire,2180,75442,Je sentais bien qu'il se passait quelque chose d'extraordinaire.
Je le serrais dans les bras comme un petit enfant,2181,75506," Je le serrais dans les bras comme un petit enfant,"
et cependant il me semblait qu'il coulait verticalement dans un abîme sans que je pusse rien pour le retenir...,2182,75557," et cependant il me semblait qu'il coulait verticalement dans un abîme sans que je pusse rien pour le retenir...

"
Il avait le regard sérieux,2183,75671,"Il avait le regard sérieux,"
perdu très loin,2184,75698," perdu très loin.

"
- J'ai ton mouton,2185,75717,- J'ai ton mouton.
Et j'ai la caisse pour le mouton,2186,75735, Et j'ai la caisse pour le mouton.
Et j'ai la muselière...,2187,75769," Et j'ai la muselière...

"
